,no_internet,population,unemp,health_ins,poverty,SNAP,broad_num,broad_avail,broad_cost,all25_bbn
"Kendall County, Texas",13.2,47431,2.7,9.2,5.3,4.7,6,92.4,70.79,12.58337315
"Kenedy County, Texas",55,404,3.6,21.5,7.1,24.9,1,6.9,34.99,4.646496815
"Kent County, Texas",29.6,762,2.3,5.5,10.9,11.3,2,83.3,62.96,3.166890983
"Kerr County, Texas",20.5,52600,3,15.9,13.3,9.8,5,93.3,62.48,9.042786615
"Kimble County, Texas",32.4,4337,3.1,23,21.3,9.6,2,58,64.96,5
"King County, Texas",28.6,272,2.1,7.9,8.8,6.6,4,66.4,78.45,6
"Kleberg County, Texas",26.2,30680,4.4,17.3,26.1,17.4,5,82.2,61.66,9.851628807
"Knox County, Texas",31.2,3664,3.3,15.8,14.7,15,3,100,79.95,5.462696554
"Lamar County, Texas",33.7,49859,3.4,17.2,17.8,15.8,2,68.3,54.99,7.020769775
"Lampasas County, Texas",23.8,21428,3.3,14.8,11.3,10.8,3,72.1,85.9,6.811913104
"La Salle County, Texas",40,7520,2.4,25.1,12.1,14.6,6,31.1,66.23,5.71232681
"Lavaca County, Texas",26.1,20154,3,11.2,11.7,8.2,5,39.9,73.25,7.05478511
"Lee County, Texas",24.4,17239,2.6,12.7,14.2,10.9,3,40,66.4,10.42768226
"Leon County, Texas",27.3,17404,4.4,18,16.6,9,2,59,70,6.332226248
"Liberty County, Texas",24,88219,5,19,14.9,17.6,5,57.3,63.07,9.106957325
"Limestone County, Texas",38,23437,3.9,20.8,20.6,16.3,4,72.5,36.72,5.959843197
"Lipscomb County, Texas",19.7,3233,2.6,19,11.4,8,2,81.1,70,3.680955297
"Live Oak County, Texas",41.3,12207,3.1,19.2,16.3,8.7,3,64.7,53.73,6.950968456
"Llano County, Texas",23.2,21795,3.4,16.8,11.6,7.5,1,1.2,77.17,6.074098978
"Lubbock County, Texas",23,310569,2.8,13.5,18.9,12.4,8,91.6,61.35,9.572339762
"Lynn County, Texas",29.1,5951,3,17.5,18.9,18.9,3,80.3,76.63,7.276367615
"McCulloch County, Texas",26,7984,5.2,18.4,16.1,14.4,1,15,47.5,5.745713624
"McLennan County, Texas",25.5,256623,3.3,15.1,19.3,13,7,61,62.84,6.505888321
"McMullen County, Texas",31.4,743,1.6,12.2,12.8,4.9,2,87.2,69.97,5
"Madison County, Texas",32.7,14284,4.3,14.3,14,12.4,2,69.4,74.97,5.261485714
"Marion County, Texas",39.8,9854,4.3,12.4,20.7,21,4,73.5,58,7.761122392
"Martin County, Texas",34,5771,2.6,12.6,10.7,3.9,5,97.4,63.33,5.81919168
"Mason County, Texas",37.1,4274,3.2,20.3,14.6,8.5,1,1.7,64.97,6
"Matagorda County, Texas",39.1,36643,5.7,19.6,20.1,16,5,87.9,52.38,8.523315782
"Maverick County, Texas",43.3,58722,7.5,30.1,26.8,31.2,1,62.5,34.99,7.887758487
"Medina County, Texas",26.2,51584,3.1,13.3,10.4,11.4,6,53.3,64.17,7.275554496
"Menard County, Texas",42.6,2138,3.5,31.4,9.9,10.7,1,1.7,99.95,4
"Midland County, Texas",16.3,176832,2.1,17.5,9,6.8,7,95.8,52.42,12.8645378
"Milam County, Texas",35.4,24823,5,13.4,14.6,13.3,6,24.7,54.99,6.441465226
"Mills County, Texas",28.9,4873,3.3,20.7,16.9,6.6,1,69.1,104.95,4.946493285
"Montague County, Texas",29.9,19818,2.8,19.5,14.2,12,5,23.5,45,6.803582786
"Montgomery County, Texas",12,607391,3.4,14.3,9.9,6.8,13,94.5,79.13,10.8443736
"Moore County, Texas",22,20940,2.3,16.6,15.4,8.9,2,90.9,72,6.768153981
"Morris County, Texas",22.8,12388,5.3,14.5,16.3,16,2,68.3,57.47,4.728819722
"Motley County, Texas",30.3,1200,3.5,20.4,9.6,13.8,3,94.1,81.28,3.692974013
"Nacogdoches County, Texas",23.5,65204,3.7,18.9,24.4,16.7,3,82.9,36.98,4.283551168
"Navarro County, Texas",28.4,50113,3.2,17.4,18.2,18.4,4,61,58.33,8.646512396
"Newton County, Texas",36.3,13595,6.3,16.5,20.6,14.4,1,25.1,57.5,3.608092382
"Nolan County, Texas",29.5,14714,2.9,17.3,15.1,12.3,4,78.4,48.31,4.992082174
"Nueces County, Texas",21,362294,4.1,17,16.4,16.8,8,97.4,51.87,10.49146163
"Ochiltree County, Texas",27.6,9836,2.7,20.9,12.2,9,3,90.8,67.5,5.95790829
"Oldham County, Texas",23.3,2112,2.8,10.8,12,6.5,2,54.1,89,3.7868362
"Orange County, Texas",23.2,83396,5.2,15.4,13.8,15.7,4,88.9,66.54,5.071900125
"Palo Pinto County, Texas",27.2,29189,3.1,18.6,17.7,12.7,4,69.4,40,7.56743037
"Panola County, Texas",29.1,23194,4,17.4,15.9,14,9,51.4,69.15,8.66547328
"Parker County, Texas",15.8,142878,2.9,13.9,8.3,7.4,8,56.8,55.24,9.576325237
"Parmer County, Texas",39.1,9605,2.2,20.5,16.4,9.3,4,51.6,56.96,5.457933429
"Pecos County, Texas",39.2,15823,3.3,20.3,12.3,7.3,3,71.7,71.33,5.918420497
"Polk County, Texas",32.3,51353,4.7,18.4,17.3,15.9,3,45.6,64.3,8.970121857
"Potter County, Texas",29.9,117415,2.7,21.7,20.1,16.1,2,91.4,74.72,7.225180384
"Presidio County, Texas",54.2,6704,6.5,30,33.4,31.9,1,14.2,75.99,3
"Rains County, Texas",27.7,12514,3,20.1,11.1,9.8,2,8.7,44.97,6.566174985
"Randall County, Texas",13.5,137713,2.4,10.7,8.7,6.3,3,97.2,47.5,7.754538306
"Reagan County, Texas",30.3,3849,2.5,24.7,14.8,4.4,1,1.3,54.98,3
"Real County, Texas",36.9,3452,4,27.6,22.8,6.8,6,68.2,66.96,6.742690058
"Red River County, Texas",36.6,12023,4.6,14.5,18.4,13,2,78,44.97,6
"Refugio County, Texas",31.4,6948,3.7,15.9,18.4,14.4,1,70.9,65,5.052173913
"Robertson County, Texas",28.6,17074,3.6,15,12.6,14.8,5,39.5,74.72,8.086181563
"Rockwall County, Texas",8.6,104915,3.1,11.2,5.7,3.8,9,95.7,51.87,13.33868656
"Runnels County, Texas",32.9,10264,2.8,15.6,14.2,10.3,3,71,44.98,5.609670131
"Rusk County, Texas",37.7,54406,3.6,19.3,12.8,12.2,10,60.6,69.6,6.989527163
"Sabine County, Texas",26.9,10542,6.6,14.6,21.4,10.2,1,65.5,70,4.623733863
"San Augustine County, Texas",34.7,8237,4.8,15.4,24,17.9,1,16.6,48.33,4
"San Jacinto County, Texas",25.9,28859,4.6,19.6,14.9,16.3,8,37,75.48,8.518042385
"San Patricio County, Texas",30.2,66730,5.4,17.4,16.4,15.3,2,90.5,66.25,6.970341063
"San Saba County, Texas",28.7,6055,2.9,19,15.1,8.6,2,72,78.3,5.667789757
"Scurry County, Texas",29,16703,3.2,15.3,14,6.8,1,77.7,47.5,4.806170238
"Shackelford County, Texas",28.9,3265,2.2,12.9,14.8,9.4,4,40.1,51.22,3.499670836
"Shelby County, Texas",34.5,25274,3.9,24.4,23.3,18.1,2,13.4,71.23,4.756830498
"Sherman County, Texas",24.6,3022,2.3,19.7,15.2,2.8,3,40,99.5,5
"Smith County, Texas",20.3,232751,3.3,17.2,16.4,11.7,3,91.1,66.47,4.420500225
"Somervell County, Texas",27.4,9128,3.6,17.1,24.7,15.4,2,64.6,65,5.949126352
"Starr County, Texas",46.5,64633,9.8,33.4,35.3,41.2,2,93.7,54.99,6.607687654
"Stephens County, Texas",29.3,9366,3.1,20.9,22.6,13,2,81.3,44.99,6
"Stonewall County, Texas",29.4,1350,2.9,14.8,13.2,7.2,3,82.1,74.76,6.814454482
"Sutton County, Texas",42.7,3776,3.7,17.6,8.3,5.5,1,81.8,58.31,4
"Swisher County, Texas",22.6,7397,3.7,18.9,22.1,14.6,3,77.9,47.5,6.838886898
"Tarrant County, Texas",15.3,2102515,3.3,16.3,12.9,10.8,10,99.1,56.81,11.22298206
"Taylor County, Texas",25.1,138034,2.9,13.5,15.6,13.8,7,97.5,54.99,7.516305297
"Terrell County, Texas",53.3,776,3.4,15.4,15,1.5,1,3.6,91.98,3
"Terry County, Texas",33.8,12337,3.7,22.4,15.7,20.7,3,57.1,84.95,8
"Throckmorton County, Texas",33.1,1501,3.8,17.4,14.7,6.5,2,62.5,63.28,7.095269382
"Titus County, Texas",32.7,32750,4.2,18.2,19.1,16.3,2,65.8,49.98,6.740069908
"Tom Green County, Texas",25.1,119200,3,15.1,13.5,9.8,1,90.6,46.71,5.656390923
"Travis County, Texas",13.3,1273954,2.6,13.5,13.1,7.9,8,98.9,58.98,10.78954009
"Trinity County, Texas",35.7,14651,4.8,20.3,16.1,12.8,4,64.4,75.78,5.294198139
"Tyler County, Texas",34.5,21672,5.8,15,14.9,17.3,3,36.5,85.77,3.411208323
"Upshur County, Texas",23.4,41753,3.7,16.9,13.3,13.5,3,88.2,56.4,6.470583265
"Upton County, Texas",50.8,3657,2.9,12.9,19.2,6.1,1,0.5,60,3.339099314
"Uvalde County, Texas",35.3,26741,3.8,21.3,17,19.5,6,87.4,66.47,12.50780608
"Val Verde County, Texas",30.4,49025,3.4,18.6,19.9,20.6,1,97.4,87.99,8.929216775
"Van Zandt County, Texas",33,56590,3.3,17.2,14.4,11.9,5,27,52.49,8.502592756
"Victoria County, Texas",30.3,92084,3.4,15.8,15.2,12,3,80.8,45.38,6.203125714
"Walker County, Texas",22.6,72971,3.9,13.4,24.1,6.2,6,71.7,78.4,9.623697594
"Waller County, Texas",30.7,55246,3.7,20,16.9,12.8,9,36.8,49.98,9.307740341
"Ward County, Texas",30.9,11998,2.3,17.7,13,9.6,2,49.8,47.5,5.7432496
"Washington County, Texas",31.4,35882,3.3,11.6,13.9,7.8,5,57.3,56.41,11.81973272
"Webb County, Texas",37.6,276652,3.7,28.1,30.1,28,5,98,50.86,6.775821409
"Wharton County, Texas",33.3,41556,3.4,18.2,17.5,15,5,61.1,52.49,5.041641031
"Wichita County, Texas",25.8,132230,3.2,13.8,18.4,14.3,5,92.8,64.98,6.423563842
"Wilbarger County, Texas",31.2,12769,3.6,14.3,17.5,15.8,4,93.8,63.72,5.906263982
"Willacy County, Texas",44,21358,8.2,28.1,33,21.2,2,93.9,54.99,5.70528583
"Williamson County, Texas",8.7,590551,2.8,9.4,6.7,4.7,9,95,65.82,11.7932006
"Wilson County, Texas",18.4,51070,2.8,14.3,10.5,8.1,3,17.6,65,5.862601942
"Wise County, Texas",23.7,69984,3.2,17.8,12.5,10,4,34.6,44.16,7.769228045
"Wood County, Texas",23.6,45539,3.9,13.7,14.2,10.5,4,64.9,56.97,7.629783859
"Yoakum County, Texas",26.7,8713,2.9,22.4,9,5,2,79.2,75.65,7.492903676
"Young County, Texas",27,18010,3,18.6,12.1,10.3,2,78.3,47.98,7.169439277
"Zapata County, Texas",45.7,14179,5.1,29.3,39.5,33.4,1,92.3,65,3.066386433
"Zavala County, Texas",51.2,11840,8.5,18.4,34.8,36.5,1,72.5,65,3.940290847
"Beaver County, Utah",24.8,6710,3,12.1,8.2,8.6,3,45.5,49.95,6.932261058
"Box Elder County, Utah",16.1,56046,2.6,7.5,9.3,7.6,4,84.6,61.64,7.566944901
"Cache County, Utah",14,128289,2.2,7.4,15.2,7.5,4,93.4,70.11,8.092955546
"Carbon County, Utah",21.1,20463,3.7,10.6,15.8,13.2,2,94.9,74.21,5.932680422
"Daggett County, Utah",6.2,950,3.8,2.8,4.7,0,1,4.1,70,4.748819641
"Davis County, Utah",9.3,355481,2.4,6.3,5.5,5.7,5,98.5,58.73,8.454222569
"Duchesne County, Utah",16.8,19938,3.9,14.9,13.3,11.1,2,81.3,66.66,5.122477756
"Emery County, Utah",21.8,10012,4,9.8,12.8,8.2,3,96.4,61.72,4.633148148
"Garfield County, Utah",20.3,5051,6.2,16.2,17.8,4.5,2,98,42.47,4.661406585
"Grand County, Utah",13.3,9754,3.9,16.2,8.4,7.7,1,93,52.59,4.9813892
"Iron County, Utah",16,54839,2.9,12.7,19.6,10.8,6,89.3,60.47,12.30828128
"Juab County, Utah",20.2,12017,2.5,12.1,11.4,5.4,3,73.9,80.46,7.52281746
"Kane County, Utah",23.3,7886,2.9,14.3,12.8,4.1,2,88.4,64.97,6.105066961
"Millard County, Utah",17.4,13188,2.8,14.9,11.4,8.7,2,58.9,68.96,6.339278393
"Morgan County, Utah",6.9,12124,2.4,6.1,3,2.2,5,91.7,69.97,9.886577252
"Piute County, Utah",30.3,1479,4.8,22.2,17.1,8.4,1,100,59.99,3.811418685
"Rich County, Utah",19,2483,3.1,12.5,15.9,2.7,3,63.5,77.15,4.340106007
"Salt Lake County, Utah",14.1,1160437,2.5,11.3,9.8,7,6,99.2,60.98,9.462010043
"San Juan County, Utah",45.8,15308,5.1,21,26.6,15.2,1,25.5,52.59,3.583132916
"Sanpete County, Utah",18.8,30939,3.2,11.5,16.5,8.8,5,90.1,79.97,6.431880742
"Sevier County, Utah",18.3,21620,3.1,13.3,13.4,11.1,4,93.7,68.63,7.717417655
"Summit County, Utah",7.7,42145,2.4,8.1,6.5,1.2,6,92.7,102.47,8.475288325
"Tooele County, Utah",11.5,72259,2.9,7.7,6.7,9,6,94.8,78.36,8.456840447
"Uintah County, Utah",17.1,35734,4.2,14.7,11.9,10,3,90.8,69.15,8.215060084
"Utah County, Utah",13.3,636235,2.4,8.6,11.2,6.3,9,98.4,62.67,12.04339946
"Wasatch County, Utah",9.5,34091,2.7,8.8,7.2,2.4,5,89.9,75.12,10.47612234
"Washington County, Utah",14.4,177556,3,14,12.4,8.4,8,91.5,59.38,10.3128207
"Wayne County, Utah",20,2711,5.5,18.7,8.5,8.2,1,89.5,57.49,3.393613204
"Weber County, Utah",15.1,260213,3,9.3,11.3,9.6,3,96,58.99,7.200511221
"Addison County, Vermont",18.5,36777,2.3,4.3,7.7,10.1,2,58.6,65.32,7.035861096
"Bennington County, Vermont",20.1,35470,2.9,4.2,11.3,14.6,6,88.6,69.98,5.346734893
"Caledonia County, Vermont",25.5,29993,3,5.2,12.3,15.3,3,99.5,125.23,4.221287653
"Chittenden County, Vermont",14.2,163774,1.8,3.3,11.8,9.4,3,94.9,62.98,5.351864099
"Essex County, Vermont",29.2,6163,3.2,4.6,14.6,16.2,3,62.2,72.97,3.669935556
"Franklin County, Vermont",19.1,49402,2.3,3.4,7.7,13.2,2,70.6,63.31,4.425179133
"Grand Isle County, Vermont",15.5,7235,2.9,3.1,7.6,7.7,3,55.5,70,4.108751793
"Lamoille County, Vermont",18,25362,3.1,5.8,14.5,12.7,3,99.4,66.99,4.909627553
"Orange County, Vermont",21.1,28892,2.4,4.6,10.8,11.9,4,79.3,60.48,5.051627385
"Orleans County, Vermont",25.4,27037,4.2,4.2,14,15.7,6,65.6,60.97,4.386687103
"Rutland County, Vermont",21.6,58191,2.8,4.9,10.7,11.3,2,58,63.48,4.990799356
"Washington County, Vermont",18.7,58409,2.3,3.1,11.4,11.9,5,100,57.49,5.551601659
"Windham County, Vermont",24.3,42222,2.6,4.9,13.4,15.8,6,78.6,63.48,4.950060583
"Windsor County, Vermont",18,55062,2.1,4.7,10,11.6,5,100,74.99,5.336554284
"Accomack County, Virginia",35.6,32316,3.5,16.8,19.9,14.3,4,27.1,70,4.646118088
"Albemarle County, Virginia",14.8,109330,2.5,7.3,9.8,4.5,3,100,61.99,6.212478736
"Alleghany County, Virginia",32.1,14860,3.4,7,20.2,13.5,3,42,62.5,4.970413117
"Amelia County, Virginia",24.7,13145,3.2,11.2,13.4,10.6,3,98.7,79.99,5.71538904
"Amherst County, Virginia",34.1,31605,3.2,10.3,13.9,9.4,4,81,63.74,5.622664179
"Appomattox County, Virginia",33.9,15911,3.5,8.2,13.5,15,3,66.2,58.32,7.648711525
"Arlington County, Virginia",9.3,236842,1.9,6.6,7.2,3.3,6,69.4,61.64,5.955065414
"Bath County, Virginia",34.6,4147,2.5,15.3,11.3,9.4,3,30.2,65,8.040459872
"Bedford County, Virginia",24.3,78997,2.9,8.1,9.1,6.8,5,99.3,69.74,6.524692641
"Bland County, Virginia",26.9,6280,2.8,8.5,8.4,10.1,3,98.7,67.74,5.346609417
"Botetourt County, Virginia",23,33419,2.5,4.9,8,4.3,2,98.3,60.24,4.964464567
"Brunswick County, Virginia",36.9,16231,4.7,8.3,21.4,22.5,1,63.6,68.75,3.010918653
"Buchanan County, Virginia",39.1,21004,5.6,13.6,27.7,19.9,1,98.5,79.99,5.608017405
"Buckingham County, Virginia",38.8,17148,4.2,12.1,17.1,14.8,3,99.7,58.73,6.229743296
"Campbell County, Virginia",27,54885,3.1,9.8,11.8,10.1,3,64.7,61.16,4.856849428
"Caroline County, Virginia",29.5,30725,3.2,7,8.3,9.9,2,84.6,66.99,4.697643203
"Carroll County, Virginia",34.3,29791,3.6,11.9,15,11.4,4,20.1,65,6.201817029
"Charles City County, Virginia",38.3,6963,3.4,9.1,13.1,10.6,3,99.6,74.98,4
"Charlotte County, Virginia",43.4,11880,3.5,13.6,24.1,16.6,3,97.7,70,4.992077162
"Chesterfield County, Virginia",10.6,352802,2.7,7.6,7.1,6.4,1,54.8,62.5,3.992745075
"Clarke County, Virginia",25.4,14619,2.5,14.2,10,4.2,1,97.4,62.5,4.019480069
"Craig County, Virginia",28.9,5131,3.2,3.9,8.5,12.4,1,69.1,39.99,5
"Culpeper County, Virginia",19.6,52605,2.6,9.4,8.2,9.5,2,96.9,66.99,5.745015802
"Dickenson County, Virginia",39.3,14318,4.9,9.6,24.3,22.1,4,99.2,60.24,6.01910601
"Dinwiddie County, Virginia",28.8,28544,3.3,9.8,12.8,12.6,2,70.9,66.49,3.45455614
"Essex County, Virginia",41.2,10953,3.5,8.6,13.7,12.5,4,64.1,61.47,3.944683984
"Fairfax County, Virginia",6.7,1147532,2.3,8.6,6.2,3.9,5,85,79.99,5.190506918
"Fauquier County, Virginia",12.5,71222,2.4,7.9,6.1,4.2,2,100,74.99,5.953760281
"Floyd County, Virginia",29.1,15749,2.6,6.8,11.4,8.5,5,82.2,62.65,4.63206141
"Fluvanna County, Virginia",13.9,27270,2.3,7.2,4.9,2.4,2,82.4,63.99,4.701678264
"Franklin County, Virginia",29.5,56042,2.9,10.4,16.4,10.6,3,95.3,66.99,6.321579942
"Frederick County, Virginia",20.5,89313,2.4,9.9,6.2,4.5,5,96.5,56.23,4.832145503
"Giles County, Virginia",25.7,16720,3.3,8.9,11.3,7.4,1,73.4,54.98,4.331960336
"Gloucester County, Virginia",18.9,37348,2.6,8.5,8.5,7,1,94.3,52.99,3.604405939
"Goochland County, Virginia",18.5,23753,2.8,4.6,5.3,5.3,1,67,66.99,3.11941699
"Grayson County, Virginia",34.9,15550,2.9,11.4,20.6,13.2,6,74.7,58.73,5.712194699
"Greene County, Virginia",18.2,19819,2.3,11.7,6,7.5,3,85.7,79.99,6.197523558
"Greensville County, Virginia",37.4,11336,3.4,11.7,16.7,18.7,1,28.6,74.99,5.542791499
"Halifax County, Virginia",43.6,33911,3.9,9.5,15.1,12.9,5,52.8,65.24,6.328914043
"Hanover County, Virginia",14,107766,2.4,5.1,5.6,4.3,2,97.8,60.49,3.912555435
"Henrico County, Virginia",14.3,330818,2.8,8.3,10,7.6,4,90.1,66.99,4.243721426
"Henry County, Virginia",32,50557,3.3,11.6,20.3,18.8,2,92.2,62.47,6.148141356
"Highland County, Virginia",25.7,2190,2.7,9,12.3,6.5,2,99.1,68.99,4.172895092
"Isle of Wight County, Virginia",24.1,37109,2.8,7.3,10,10.9,3,96.5,64.99,3.430442375
"James City County, Virginia",13.8,76523,2.7,6.7,7.8,4.2,1,0.6,67.47,5.441305444
"King and Queen County, Virginia",41.1,7025,2.8,12.3,16.5,9.2,1,98.6,67.49,3.206129808
"King George County, Virginia",13.3,26836,2.6,5.6,5.7,8.7,2,85.7,63.66,5.92386561
"King William County, Virginia",28.6,17148,2.7,6.9,10.1,6.7,3,96.3,66.99,3.203854847
"Lancaster County, Virginia",27.1,10603,4.3,10.5,9.2,9.5,1,17.7,52.99,3.757376783
"Lee County, Virginia",51,23423,4.1,13.2,24,24.6,3,92.2,58.32,4.656525592
"Loudoun County, Virginia",6.1,413538,2.3,6.2,3.7,2.8,1,20.8,65.99,5.895912699
"Louisa County, Virginia",24.2,37591,2.7,11,12.3,11.7,1,70.3,61.99,6.113325566
"Lunenburg County, Virginia",41.8,12196,3.2,13.3,17.9,17.3,3,89.6,79.99,4.459506093
"Madison County, Virginia",28.7,13261,2.2,12.6,8.3,9.7,4,99.9,70,5.882830083
"Mathews County, Virginia",27.9,8834,2.9,10,10.8,8.9,4,96.4,68.19,3.197619298
"Mecklenburg County, Virginia",41.8,30587,4,11.7,18.9,12.8,4,36.3,79.99,4.679503144
"Middlesex County, Virginia",34.4,10582,2.6,8.9,8.4,10.6,4,30.6,70,3.69233534
"Montgomery County, Virginia",14,98535,2.8,6.4,24.3,6.6,1,89.7,63.48,5.323677418
"Nelson County, Virginia",33.4,14930,2.8,11.4,12.4,10.7,1,52.7,79.99,5.301367633
"New Kent County, Virginia",19.3,23091,2.4,5.7,4.8,5.8,2,98.3,66.99,4.428513548
"Northampton County, Virginia",32.9,11710,4.4,13.1,19.1,15.9,2,99.9,67.49,5.931226274
"Northumberland County, Virginia",26.5,12095,4.3,10.5,13.9,6.5,3,99.2,79.99,3.654567558
"Nottoway County, Virginia",34.9,15232,2.8,11.5,20.2,26.4,1,91.9,52.99,5.773203907
"Orange County, Virginia",23.8,37051,3,10,8.6,7.5,5,50.4,59,4.674458874
"Page County, Virginia",35.2,23902,3.8,12.5,18.3,13.8,2,87.2,61.99,5.94401152
"Patrick County, Virginia",34.8,17608,3.5,11.8,18.7,15,2,90,60.11,5.375678119
"Pittsylvania County, Virginia",32.6,60354,3.4,9.7,15.6,14.6,6,38.2,54.72,5.449477775
"Powhatan County, Virginia",12.3,29652,2.5,6.3,5.3,3,2,79.8,66.99,3.900195334
"Prince Edward County, Virginia",33.2,22802,3.8,9.3,19.9,12.7,2,98.1,66.99,6.111776316
"Prince George County, Virginia",20.2,38353,3.4,7.3,9.3,7.5,2,95.9,66.99,4.89399153
"Prince William County, Virginia",6.6,470335,2.5,11.4,6.8,5.3,3,71.5,73.19,4.550672948
"Pulaski County, Virginia",32.1,34027,3.4,7.3,13.4,12.4,1,81.9,61.99,5.698217059
"Rappahannock County, Virginia",25.3,7370,2.5,13.3,8.9,4.8,3,97.6,79.99,6.299307328
"Richmond County, Virginia",31.1,9023,3,9,14.2,15.8,3,58.9,70,4.799272416
"Roanoke County, Virginia",18,94186,2.5,5.3,7.4,6.1,1,69.6,79.99,5.277267331
"Rockbridge County, Virginia",28,22573,2.7,9.5,13.8,9.9,3,83.3,72.5,5.710609003
"Rockingham County, Virginia",25.8,81948,2.4,11.4,9.5,6.4,6,50.2,62.47,3.959112207
"Russell County, Virginia",41.3,26586,4.2,10.1,19.5,16.5,1,98.8,66.99,5.365090375
"Scott County, Virginia",36.8,21566,3.1,10.9,18.6,16.7,4,63.1,70.99,5.318836194
"Shenandoah County, Virginia",27.2,43616,2.5,9.2,10.8,10.4,2,99.1,60.49,5.87498252
"Smyth County, Virginia",30.6,30104,3.7,10.8,19.2,17.2,2,98.2,67.74,5.6247612
"Southampton County, Virginia",27.6,17631,2.7,7,10.2,16.3,2,82.2,66.99,2.906646132
"Spotsylvania County, Virginia",11.6,136215,2.9,8.2,8,7.5,5,69.7,65,5.647114258
"Stafford County, Virginia",6.8,152882,2.8,7.4,4.5,4.7,3,86.3,67.49,4.961289916
"Surry County, Virginia",33.8,6422,3.4,11.7,12.7,13.7,4,99.1,66.99,2.838270142
"Sussex County, Virginia",35.6,11159,4.5,7.2,17.5,17.6,2,87,58.98,3.626261791
"Tazewell County, Virginia",29.4,40595,4.4,10.6,16.1,16.5,2,99.7,58.98,5.978582528
"Warren County, Virginia",18.3,40164,2.8,11.5,10.4,10,2,91.9,79.99,6.828827843
"Washington County, Virginia",24.9,53740,3.3,9.1,15,11.9,2,95.5,66.99,6.087648588
"Westmoreland County, Virginia",25.2,18015,3.5,13,12,12.2,1,56.9,52.99,4.685687613
"Wise County, Virginia",33.4,37383,4.6,11.1,22,22.4,2,98.7,63.64,5.902944409
"Wythe County, Virginia",31.4,28684,3.6,9.3,15.6,12.7,2,97.5,63.64,9.151583392
"York County, Virginia",10,68280,2.7,5.1,4.7,3.3,4,81.4,64.75,4.428299375
"Alexandria city, Virginia",10.2,159428,2.1,12.4,10.6,4.4,2,83.3,63.74,4.702659733
"Bristol city, Virginia",24.2,16762,3.8,11.5,22.7,21.2,4,88.7,67,8
"Buena Vista city, Virginia",33.6,6478,2.7,14.6,20.1,13.4,2,96.7,63.64,5
"Charlottesville city, Virginia",18.5,47266,2.4,9.1,24.6,9.7,6,82.1,69.98,7.286045886
"Chesapeake city, Virginia",11.1,244835,2.9,7.5,9,7.2,3,84.9,70,5.418235315
"Colonial Heights city, Virginia",21.7,17370,3.2,8.2,13.5,10.3,4,94.5,79.99,4
"Danville city, Virginia",31.5,40044,5,10.4,21.9,24.1,3,95.9,63.19,7
"Falls Church city, Virginia",6.3,14617,2,2.6,2.7,1.4,2,95.3,67.74,6
"Fredericksburg city, Virginia",16.3,29036,3.4,10.8,14.1,12.9,1,33.4,74.99,5
"Galax city, Virginia",32.9,6347,3.3,15.3,25.5,18.3,3,95.6,71.66,11
"Hampton city, Virginia",19.4,134510,3.8,9.5,15.8,12.2,3,97.9,65.24,4.370866076
"Harrisonburg city, Virginia",25.4,53016,3.2,14.2,28.2,13.4,3,91.7,67.66,6.075066945
"Hopewell city, Virginia",29.5,22529,4.3,10.5,21,22.8,5,99.2,74.99,5
"Lynchburg city, Virginia",25.1,82168,3.7,9.4,21.8,14.3,1,89.3,39.99,6.362570626
"Manassas city, Virginia",11.9,41085,2.5,15.6,8.6,9.5,1,69.9,60.49,5
"Newport News city, Virginia",24.8,179225,3.5,11.5,15.5,13.9,8,87.1,58.73,4.12737101
"Norfolk city, Virginia",18.4,242742,3.5,12.9,19.7,15.3,3,98.8,66.99,3.47103619
"Norton city, Virginia",33.8,3981,3.7,10.1,29.4,34.6,7,90.2,66.18,6
"Petersburg city, Virginia",34.3,31346,5.6,13.2,25.8,25.1,2,95.1,75.07,6
"Poquoson city, Virginia",13.5,12271,2.4,3,4.5,2.1,3,82.6,62.66,4
"Portsmouth city, Virginia",23.6,94398,3.9,10.9,17.2,15.2,5,98,63.02,4.503766094
"Radford city, Virginia",20.7,18249,3.6,7.7,35.9,11.2,3,65.8,74.99,3
"Richmond city, Virginia",26.7,230436,3.3,13.4,24.5,15.9,3,88.5,62.02,4
"Roanoke city, Virginia",27.5,99143,3,12.5,20.5,18.5,3,64.6,79.99,4.850707561
"Salem city, Virginia",22.3,25301,2.8,6.9,9.1,6.5,3,88.4,67.02,5
"Staunton city, Virginia",25.8,24932,2.7,10.4,13.7,7.7,6,70.4,64.29,6
"Suffolk city, Virginia",21.3,92108,3,7.3,10.8,12.9,2,78.2,58.99,4.55978703
"Virginia Beach city, Virginia",12,449974,2.7,8.2,7.6,6.4,5,98.7,65.83,4.859475244
"Waynesboro city, Virginia",27.7,22630,2.9,12.9,17.4,17.3,6,91.6,64.87,6
"Winchester city, Virginia",26.6,28078,2.8,15.5,15,9.8,6,95,65.01,5
"Adams County, Washington",33.3,19983,5.7,19.5,25.2,19.6,5,30.3,72.5,6.781909896
"Asotin County, Washington",20.6,22582,4.1,7.3,13,16.4,3,94.8,60.48,6.690403761
"Benton County, Washington",16.5,204390,5.2,7.6,12.8,13.5,5,94,74.99,6.603516961
"Chelan County, Washington",21.1,77200,4.9,8.9,11.6,9,4,92,65.31,8.87226645
